,entrez_id,MCF7_FPKM
0,8639.1,0.0251268093982939
1,26.1,0.0
2,314.2,0.744149552934239
3,314.1,0.744149552934239
4,1591.1,0.0294101905439597
5,1594.1,2.8552914777039997
6,10993.1,0.0
7,6818.1,0.9965620897335409
8,89874.1,1.58667493651654
9,92483.1,0.0
10,3948.2,0.0812903163866924
11,55293.1,8.39520647686577
12,3945.1,0.0
13,3939.1,222.245241395781
14,160287.1,0.0
15,3948.1,0.0812903163866924
16,9123.1,3.5465442044912403
17,9194.1,2.52381960765325
18,6566.1,33.1822232947648
19,57835.3,0.35189262477351396
20,8671.1,0.0124406157616821
21,57835.2,0.35189262477351396
22,57835.1,0.35189262477351396
23,57835.4,0.35189262477351396
24,4967.2,26.6657531766961
25,1738.1,32.5857786820545
26,8050.1,20.7845300914007
27,1743.1,34.5678521957504
28,4967.1,26.6657531766961
29,130.1,0.0
30,127.1,0.0
31,125.1,0.0
32,124.1,0.0
33,131.1,0.0
34,126.1,0.0
35,128.1,38.1495673914112
36,137872.1,1.16284276114654
37,1312.1,34.067881101564005
38,1312.2,34.067881101564005
39,117247.1,1.5830652109278998
40,218.1,0.0
41,222.1,68.4150232500841
42,220.1,0.179187581528778
43,221.1,0.19145313133994396
44,3242.1,0.0
45,18.1,36.980705880492
46,18.2,36.980705880492
47,2531.1,8.63447662243567
48,23498.1,0.395794888235965
49,55268.1,4.66459060778592
50,51166.1,4.23382578293472
51,883.1,2.3347434553799
52,51166.2,4.23382578293472
53,1644.1,0.0419689450102585
54,4128.1,6.75627468125424
55,4129.1,3.2039052436541597
56,10165.1,14.0890655338744
57,8604.1,5.419856462513231
58,51380.1,3.47770023423016
59,2571.1,0.37584226526933706
60,2572.1,0.0
61,2571.2,0.37584226526933706
62,2805.1,30.837650540761498
63,2806.1,48.925276206730004
64,8659.1,7.28684489252394
65,8659.2,7.28684489252394
66,6799.1,0.671953430732916
67,6817.3,6.41730118172535
68,6799.2,0.671953430732916
69,6818.2,0.9965620897335409
70,6817.2,6.41730118172535
71,6817.1,6.41730118172535
72,6817.4,6.41730118172535
73,6818.3,0.9965620897335409
74,6817.5,6.41730118172535
75,4363.1,13.3305215376424
76,6822.1,0.0
77,6573.1,10.8547266478913
78,6573.2,10.8547266478913
79,316.1,0.0622030788084106
80,6570.1,0.0
81,6571.1,0.0251813670061551
82,2348.5,0.0835014129924104
83,2348.3,0.0835014129924104
84,2348.1,0.0835014129924104
85,2348.6,0.0835014129924104
86,2352.1,0.0
87,2348.4,0.0835014129924104
88,2348.2,0.0835014129924104
89,4125.1,12.1405978102334
90,53947.1,26.1249026525882
91,51146.1,0.0
92,28.1,0.0
93,206358.1,3.9700358849304402
94,6529.1,0.0
95,6538.1,0.0
96,6540.1,0.0
97,6539.1,2.11402430404162
98,38.1,12.5271135979846
99,3032.1,68.20974085626229
100,10449.1,58.4488303197909
101,3030.1,92.8583492575681
102,39.1,9.78532183504809
103,30.1,14.689638349407
104,32.1,1.6638981089206102
105,9197.1,38.819390488925706
106,84532.1,7.439007096699541
107,79611.1,11.7771676725191
108,64841.1,52.8792680291805
109,55577.1,10.0083336167251
110,5238.1,17.015989088415697
111,9487.1,4.95587359087707
112,162417.1,0.308237035778554
113,43.1,0.0597291938429259
114,43.2,0.0597291938429259
115,6572.1,0.0
116,47.1,82.52879497327692
117,47.2,82.52879497327692
118,54187.1,35.3012643137019
119,26503.1,7.5777043406461395
120,140838.1,6.8961748687467095
121,54.1,2.58624058473454
122,51205.1,11.4875303952751
123,36.1,8.76687533311159
124,34.1,17.390789833875
125,80724.1,6.85998854643476
126,35.1,4.36383174364809
127,84129.1,5.2247087713192695
128,27034.1,6.063678957255981
129,28976.1,20.2491511742178
130,3712.1,19.1145256875411
131,134526.1,0.0511901747133462
132,51.1,21.800627776462697
133,51.2,21.800627776462697
134,95.1,0.868283081685528
135,50.1,39.031807879068204
136,48.1,9.945682743647462
137,8309.1,0.6328604276167961
138,52.1,53.007024424103605
139,52.3,53.007024424103605
140,52.2,53.007024424103605
141,55.1,1.66762250934293
142,788.1,5.3978767999446
143,55902.1,8.59727200790946
144,65985.1,13.0112849041811
145,55902.2,8.59727200790946
146,438.1,0.0
147,1571.1,0.121016540568711
148,100.1,5.518614925249059
149,3177.1,20.9532463572373
150,205.3,30.0867454600386
151,205.1,30.0867454600386
152,204.1,29.8064305604515
153,204.3,29.8064305604515
154,204.2,29.8064305604515
155,205.2,30.0867454600386
156,26289.1,0.0186353805107147
157,26289.2,0.0186353805107147
158,50808.1,16.7147385886128
159,262.1,39.372209389397
160,112.1,9.196607298458972
161,55811.1,0.0533532626889656
162,109.1,17.7195047727455
163,112.2,9.196607298458972
164,114.1,0.0
165,108.1,0.0605609319643243
166,113.1,1.51948259924599
167,107.1,3.0834370662652497
168,196883.1,0.0505701386824191
169,115.1,16.2907182717819
170,111.1,0.0742789398238777
171,2030.1,13.7898071684574
172,9154.2,0.0
173,9154.1,0.0
174,64078.1,0.0
175,9153.1,0.0847557988148705
176,55315.1,3.4899402702503197
177,11164.1,72.647616370058
178,952.1,0.0
179,1375.1,0.0330620102123893
180,1375.3,0.0330620102123893
181,1375.4,0.0330620102123893
182,126129.1,0.323348098638516
183,1374.1,68.1636420553359
184,1375.2,0.0330620102123893
185,1376.1,12.2796195577074
186,9060.1,2.76966400183317
187,9061.1,33.8341681283174
188,158.1,51.102958625906
189,158.2,51.102958625906
190,79369.1,1.17979057585686
191,10678.1,12.1500782819077
192,11041.1,17.2952805896116
193,146712.1,1.7060095522223502
194,374907.1,0.38988119726979203
195,93010.1,0.14396795343519
196,374907.2,0.38988119726979203
197,10678.2,12.1500782819077
198,10331.1,0.6478295093423591
199,79814.1,3.21006541703543
200,10555.1,14.8339073468429
201,137964.1,11.9429516997861
202,56895.1,0.25296158004048197
203,56894.2,19.057133220599198
204,56894.1,19.057133220599198
205,55326.1,11.612128007188801
206,10554.1,1.19716289212353
207,129642.1,11.504181963749499
208,64902.1,0.0922327831285829
209,64850.1,0.341259861599062
210,189.1,0.0
211,3073.1,20.3130541707126
212,3074.1,62.189193508914606
213,10606.1,96.0061254127141
214,8402.1,21.1760786250261
215,1468.1,18.9061215751288
216,64849.1,1.6395329470333897
217,64849.2,1.6395329470333897
218,1645.1,1.83956232359029
219,1109.1,0.0
220,6718.1,0.0625759989451517
221,6510.1,130.909985189998
222,6509.1,17.0932739048347
223,56301.1,0.0
224,6520.1,490.642620206265
225,212.1,0.0
226,23464.1,12.490990058290901
227,211.2,11.237955255911698
228,211.1,11.237955255911698
229,54407.1,87.78749611632108
230,6542.1,45.636594763168
231,11254.1,0.0
232,6541.1,55.4506012670899
233,81539.1,93.7408103991557
234,55089.1,0.0
235,84889.1,0.0
236,340024.1,0.0
237,57393.1,0.264579889076079
238,59272.1,0.029220819216268998
239,2875.1,0.432699629739575
240,84706.1,18.0639463285973
241,92745.1,0.0
242,10991.1,0.11992734535486
243,284273.2,12.670219560832601
244,284273.1,12.670219560832601
245,10327.1,46.45880901713839
246,10327.2,46.45880901713839
247,216.1,0.0
248,8854.2,0.0
249,501.1,10.0532862667916
250,8854.1,0.0
251,223.1,23.5532192594474
252,224.1,36.8772786621115
253,8854.3,0.0
254,219.1,14.517550223029001
255,217.1,0.5066833312646261
256,239.1,0.0797987509484044
257,247.1,0.0347459275101575
258,246.1,2.89743832260512
259,240.1,0.0407562539010203
260,8574.1,18.793315053838302
261,231.1,0.0746614923036574
262,23600.1,4.86227171927856
263,23600.2,4.86227171927856
264,115286.3,3.4037968950722903
265,115286.2,3.4037968950722903
266,115286.1,3.4037968950722903
267,271.2,14.2842518672296
268,270.1,0.47720051065903707
269,271.1,14.2842518672296
270,272.1,0.347313232674211
271,271.3,14.2842518672296
272,290.1,0.0285963743124693
273,280.1,0.6102120212833271
274,278.1,0.0
275,276.1,0.0
276,277.1,0.0
277,6519.1,0.0178026208835942
278,11136.1,0.17223888818566502
279,276.2,0.0
280,279.1,0.0590032596045862
281,10998.1,4.9526656399330005
282,113451.1,0.29087812236092797
283,9057.1,15.6185978854253
284,384.1,5.640562620068129
285,445.1,635.786686589046
286,445.2,635.786686589046
287,83884.1,0.810264240399183
288,10166.1,18.5858653638914
289,410.1,1.57689849019215
290,427.1,24.631789197204103
291,427.2,24.631789197204103
292,9962.2,3.9491616193522
293,9963.1,0.35366968654134007
294,9962.1,3.9491616193522
295,9963.2,0.35366968654134007
296,80150.1,3.3174010975666897
297,440.1,85.69968851259858
298,440.3,85.69968851259858
299,440.2,85.69968851259858
300,790.1,30.411407271258103
301,6511.1,0.0
302,6505.1,2.45658075131456
303,6507.1,0.0858538073127806
304,6506.1,9.66343270707158
305,6512.1,0.0
306,50617.1,2.02099785690597
307,533.1,44.5222929443996
308,527.1,0.5935315708233879
309,8992.1,157.748559408848
310,245972.1,0.0440408296373473
311,9114.1,33.7704818597976
312,535.1,10.6090385903934
313,50617.3,2.02099785690597
314,10312.1,6.849625260800299
315,50617.2,2.02099785690597
316,23545.1,8.631274231347799
317,10312.2,6.849625260800299
318,51382.1,26.701033224317303
319,9296.1,97.98895924904949
320,529.1,50.2197110167877
321,245973.1,5.12219315809925
322,523.1,39.3912747512636
323,51606.1,20.1681093368676
324,9550.1,68.8718203064341
325,526.1,15.875966744204199
326,127124.1,0.0
327,525.1,2.5657745375899
328,90423.1,3.11178838210726
329,51606.2,20.1681093368676
330,51606.3,20.1681093368676
331,534.2,0.0465095652083206
332,528.2,33.6699245937139
333,534.1,0.0465095652083206
334,528.1,33.6699245937139
335,127124.2,0.0
336,954.1,2.7115952073024796
337,954.2,2.7115952073024796
338,953.1,0.0531991672989363
339,956.1,0.0714175615740766
340,955.1,23.4739048555712
341,957.1,3.46140260112782
342,377841.1,0.549573900820846
343,291.1,14.3104797153283
344,293.1,169.96391888153602
345,292.1,355.62269060331704
346,4126.1,13.618472671670698
347,8706.4,13.932191264182698
348,8706.1,13.932191264182698
349,8706.3,13.932191264182698
350,8706.2,13.932191264182698
351,8705.1,0.5324081789255111
352,10317.4,4.45408100704283
353,10317.1,4.45408100704283
354,10317.3,4.45408100704283
355,10317.2,4.45408100704283
356,10317.5,4.45408100704283
357,84002.1,0.0
358,570.1,0.0295852512019595
359,3141.1,5.694823565239719
360,140679.1,0.0
361,8424.1,0.0544479740430428
362,53630.1,0.23367932740413397
363,622.2,12.5059719919509
364,622.3,12.5059719919509
365,622.1,12.5059719919509
366,23743.1,0.0
367,635.1,0.0
368,10599.1,0.0
369,1244.1,0.35129776798430395
370,8714.1,4.07695310599086
371,28234.1,0.0
372,645.1,247.529013397478
373,644.1,77.7273791152756
374,9488.1,4.9409120113852305
375,10380.1,11.7058055596837
376,686.1,3.89005660158369
377,8884.1,47.6714938209594
378,80704.1,0.0790134490844156
379,51733.1,0.05739717692632
380,7108.1,18.5709942728812
381,50814.1,10.9499552313667
382,3295.1,48.6558361146708
383,6307.1,19.8114809116223
384,492.1,0.0463073497074148
385,491.1,0.0318157182200304
386,490.1,13.0677964945572
387,493.1,9.34359728396329
388,847.1,32.4547175651575
389,6547.6,0.0129499709975823
390,6547.4,0.0129499709975823
391,6547.2,0.0129499709975823
392,6546.1,1.8941488385516798
393,6547.1,0.0129499709975823
394,6547.5,0.0129499709975823
395,6543.1,0.0201111302968233
396,6547.3,0.0129499709975823
397,166785.1,0.5268892793564509
398,2538.1,0.0
399,57818.1,0.0
400,92579.1,17.101600148636802
401,1373.1,1.3713735710432402
402,1373.2,1.3713735710432402
403,873.1,13.1556406700813
404,10423.1,31.709397338890003
405,10423.2,31.709397338890003
406,1040.1,10.9022889374181
407,8760.1,4.0082129173159595
408,10390.1,12.3979696289851
409,56994.1,13.5278370984384
410,64781.1,5.72956827057034
411,64781.2,5.72956827057034
412,10087.1,7.7985790349429704
413,6565.1,0.982725302282577
414,9023.1,0.0
415,1103.4,0.0366491454496183
416,1103.2,0.0366491454496183
417,1103.3,0.0366491454496183
418,1103.1,0.0366491454496183
419,162466.1,0.14410045960494197
420,5130.1,19.7808148276399
421,9468.1,0.0178666152414435
422,6579.1,0.105942358877255
423,6554.1,0.0
424,6555.1,0.0
425,8714.3,4.07695310599086
426,8647.1,0.0
427,8714.2,4.07695310599086
428,55349.1,12.673919268276
429,1120.2,0.8953311776838591
430,1119.1,21.244148594407
431,1120.1,0.8953311776838591
432,1119.2,21.244148594407
433,60482.1,0.0
434,6582.1,0.0
435,6584.1,21.0497297072156
436,6582.2,0.0
437,6820.1,21.543958868148604
438,10948.1,7.63585789893154
439,19.1,0.0194315863800639
440,27159.1,0.0
441,54682.1,6.36390901590851
442,1118.1,0.0
443,27159.2,0.0
444,9058.1,2.03520157014928
445,6576.1,56.1271290161249
446,1159.1,23.6571140242536
447,1160.1,0.19023711951490802
448,548596.1,30.126508906009498
449,1152.1,19.7585648027309
450,1158.1,0.0
451,5172.1,0.0571197188474168
452,65010.1,0.595637806676308
453,65010.3,0.595637806676308
454,65010.2,0.595637806676308
455,54675.1,6.42201407073195
456,10559.1,14.2367123708335
457,55907.1,16.8143174155564
458,8034.1,8.46879034159022
459,8824.1,7.3756601411925695
460,51805.1,4.20807516068471
461,51004.1,11.053457472886901
462,51004.2,11.053457472886901
463,10229.1,4.49427974979852
464,9245.1,0.044152608392772005
465,2650.1,2.12730671114914
466,51301.1,0.0607548115486106
467,192134.1,0.0417841338032478
468,6535.1,2.0634989632602
469,386757.1,0.0
470,1384.1,0.9027930546418291
471,6583.1,1.9914758990894699
472,1431.1,83.9193910185286
473,1431.2,83.9193910185286
474,54677.1,3.9978414978679
475,1384.2,0.9027930546418291
476,1384.3,0.9027930546418291
477,8140.1,706.0308224897569
478,23428.1,1.057131398958
479,23428.2,1.057131398958
480,1036.1,0.0
481,124935.1,2.6906462114529104
482,23657.1,9.909734439916038
483,978.1,0.0
484,57379.1,0.0
485,7371.1,14.9776416597159
486,83549.1,15.5191770857605
487,51727.1,32.818578438793004
488,129607.1,0.048980181248481
489,9162.1,0.0
490,1607.1,0.0
491,8525.2,27.820623663078198
492,160851.1,13.7592441594085
493,1608.1,0.0
494,1607.2,0.0
495,8525.1,27.820623663078198
496,8527.1,5.198019371390879
497,1606.1,0.19095639634195605
498,160851.2,13.7592441594085
499,8526.1,8.693783310141152
500,8525.3,27.820623663078198
501,8527.2,5.198019371390879
502,1609.1,4.1813651778452305
503,1610.1,0.0
504,2745.1,1.25906835030776
505,51022.2,12.070256140489303
506,51022.1,12.070256140489303
507,8528.2,0.0610747608194927
508,8528.1,0.0610747608194927
509,1632.1,46.180015510788294
510,10455.1,44.3364753275412
511,1633.1,9.87243152497434
512,1638.1,0.0
513,6319.1,131.959872900634
514,9415.1,3.08592178450212
515,3992.1,14.8625052071094
516,8694.1,6.56404494845871
517,84649.1,13.9934621406393
518,1716.5,30.291159433435602
519,1716.1,30.291159433435602
520,1716.4,30.291159433435602
521,1716.2,30.291159433435602
522,1716.3,30.291159433435602
523,6515.1,0.37107027104296103
524,6513.1,86.9711583551741
525,6517.1,0.581563303542259
526,1718.1,50.0503321879259
527,1581.1,0.0
528,1717.1,54.792906555526294
529,8560.1,9.36001054507751
530,8560.2,9.36001054507751
531,123099.1,14.189297047642699
532,11309.1,0.0
533,6783.1,0.0
534,1723.1,8.64430573314508
535,1807.1,0.0
536,1809.1,0.0556280509364965
537,1808.1,10.326256515216599
538,23539.1,0.0
539,2224.1,71.7392224555317
540,29958.1,1.7872733945293302
541,60386.1,8.818313584067921
542,84920.1,6.47556528642773
543,79087.1,9.94064440385838
544,26002.1,0.0
545,1621.1,0.0
546,7299.1,0.0
547,6530.1,0.0
548,6531.1,0.0530639380988882
549,6581.1,0.0
550,669.2,1.83465099805177
551,5223.1,189.11672706762297
552,5224.2,0.121793192812734
553,5224.1,0.121793192812734
554,669.1,1.83465099805177
555,4597.1,18.3993864319512
556,51071.1,9.46191648639211
557,1806.1,1.84012103164458
558,7083.1,34.8140687397824
559,7084.1,1.04185759015651
560,1854.1,18.263610477525198
561,3704.1,22.841657767931
562,10682.1,46.77533625663529
563,1892.1,104.376766240513
564,549.1,5.471572868324451
565,1891.1,25.702386882048202
566,1962.1,1.4449338392218
567,11001.1,5.09897436246035
568,28231.1,8.49753212188614
569,53919.1,0.0
570,10257.1,3.7311731411536604
571,28232.1,1.86842055109136
572,2109.2,26.778039338945398
573,2108.1,141.533044916973
574,2109.1,26.778039338945398
575,2110.1,8.92247768608675
576,55500.1,14.9089420346259
577,55224.1,39.849558253967295
578,8790.1,2.63036899758652
579,51086.1,0.0
580,2181.1,17.3043801861708
581,2182.1,0.0
582,2180.1,7.56386698086537
583,2181.2,17.3043801861708
584,51703.1,0.0272809111972067
585,81616.1,0.0
586,23305.1,0.0
587,2182.2,0.0
588,116285.1,0.0469953922739815
589,5167.1,8.39281225896503
590,5169.1,0.0
591,6785.1,5.969259507218879
592,79071.1,6.46200498540912
593,60481.1,56.6760033177495
594,54898.1,11.608808030187198
595,1579.1,0.0
596,2194.1,80.9764470431951
597,376497.2,1.1756911456036798
598,10999.1,18.615380712482
599,376497.1,1.1756911456036798
600,11000.1,9.64609153403829
601,226.2,268.689686517089
602,229.1,0.0
603,226.3,268.689686517089
604,230.1,27.121521936511304
605,226.1,268.689686517089
606,2203.1,86.76754565539308
607,5210.1,4.49366330553382
608,5207.1,0.553722897827655
609,5209.1,7.779384392515549
610,5208.1,11.825457598410198
611,8789.1,0.0
612,2235.1,12.2846377920996
613,2235.2,12.2846377920996
614,10840.1,0.0
615,79901.1,0.0474224290052308
616,197258.1,5.888642015367219
617,125061.1,5.01519115599436
618,1719.1,29.2318898559721
619,2356.1,17.764715337912897
620,29988.1,6.159624748172281
621,6514.1,0.0
622,155184.1,0.0
623,6518.1,0.0
624,66035.1,3.9043102024450396
625,160428.1,13.920301506428899
626,25902.1,12.903168791070199
627,4522.1,49.5566735278049
628,2519.1,16.7617502297902
629,2517.1,7.541032835056191
630,2184.1,6.742192091099559
631,2271.1,40.755577176932995
632,2523.1,4.75442419597547
633,2525.1,0.12089972923611501
634,10690.1,1.9736816244885302
635,8703.1,28.8614467530719
636,8704.2,24.921298001343104
637,8704.1,24.921298001343104
638,2683.1,19.736878398420398
639,9334.1,20.4469823437095
640,2820.1,31.1758179813455
641,5832.1,59.97971839983279
642,9563.1,5.88586482146173
643,2539.1,55.236184694479505
644,2542.1,21.239035360438898
645,2593.1,3.3039457882641203
646,2593.2,3.3039457882641203
647,9514.1,0.106724709857375
648,5476.1,44.063109341830206
649,2720.1,36.5833940913505
650,2588.1,17.1947170320131
651,4758.1,6.82909310747924
652,2581.1,6.5551565827530505
653,2583.1,2.4311721587935797
654,55790.1,0.0
655,55454.1,5.42426209945552
656,79586.1,20.5401381927962
657,22856.1,19.365855957592498
658,337876.1,0.20923177654169298
659,26290.1,0.0
660,79695.1,12.174109115438302
661,2589.1,21.7684164886631
662,50614.1,0.0
663,8693.1,0.154804251005581
664,55568.2,8.46595646439769
665,114805.1,0.0
666,11226.1,23.871509657023502
667,117248.1,0.0585399698488575
668,11227.1,0.0
669,55568.1,8.46595646439769
670,2590.1,9.0554311136762
671,51809.1,23.827658217489
672,79623.1,4.36160468652866
673,63917.1,6.57512401464083
674,2591.1,13.9840781706739
675,81031.1,21.245046635023
676,126792.1,8.48621989133111
677,11285.1,16.681917185067302
678,8972.1,0.16097588871146398
679,2618.1,32.7193248269177
680,2618.2,32.7193248269177
681,175.1,31.829451550984203
682,2629.2,25.5394101655265
683,2629.3,25.5394101655265
684,2629.4,25.5394101655265
685,2629.5,25.5394101655265
686,2629.1,25.5394101655265
687,26301.1,0.0
688,4329.1,33.4112567991399
689,7915.1,15.4849090341341
690,7915.2,15.4849090341341
691,275.1,1.10615479271421
692,2731.1,0.0274026690051229
693,2653.1,37.733083244294704
694,2651.1,0.11584546752554199
695,55343.1,3.1838362859332903
696,7264.1,44.743029550111196
697,8836.1,21.267115909595102
698,79017.1,51.334988176151704
699,8908.1,3.04368184324324
700,2998.1,0.0
701,2992.1,34.8438759704977
702,2997.1,15.6940190256603
703,2687.1,0.20049321214082397
704,6472.1,126.39855877022801
705,6470.1,18.900731383505498
706,6470.2,18.900731383505498
707,2717.1,28.105618826221498
708,2632.1,9.31230291490075
709,2990.1,15.989811804832001
710,8372.1,1.76207053236219
711,26035.1,9.10930650965617
712,54480.1,22.2390697919485
713,2131.1,3.2588642447974596
714,2132.1,16.486149094890898
715,2132.2,16.486149094890898
716,27087.2,0.0
717,135152.1,0.0520582375264404
718,27087.1,0.0
719,26229.1,29.9816417146556
720,4669.1,9.792356573966169
721,64579.1,0.0
722,3340.1,21.2422650998269
723,9348.1,0.0149216249092942
724,8509.1,9.69336469231962
725,2137.1,5.03774297627713
726,2135.1,2.47631711128145
727,2134.1,0.0520063608572561
728,56606.1,0.0
729,154091.1,0.0
730,11182.1,1.41538976611229
731,56606.2,0.0
732,144195.1,1.5329485903469597
733,6523.1,0.0
734,178.4,5.56371225670496
735,178.5,5.56371225670496
736,178.1,5.56371225670496
737,178.3,5.56371225670496
738,178.2,5.56371225670496
739,178.6,5.56371225670496
740,5834.1,45.8843397464952
741,5837.1,0.490709354559934
742,5836.1,8.41324060376931
743,2729.1,14.6305320947962
744,2730.1,4.00665530786615
745,2747.1,15.3771338701227
746,2746.1,56.642210996985206
747,10841.1,0.377083693065437
748,10841.2,0.377083693065437
749,2744.1,10.0897208363167
750,27165.2,6.53989763411736
751,27165.1,6.53989763411736
752,83733.1,2.00493212140824
753,79751.1,4.24564764950845
754,2639.1,5.44458958760946
755,2639.2,5.44458958760946
756,57084.1,0.0
757,246213.1,0.0
